codigo,descricao,is_st,is_transferencia
5119,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS ENTR,False,False
5120,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS ENTRE,False,False
5122,VENDA DE PRODUCAO DO ESTABELECIMENTO REMETIDA PARA INDUSTRIA,False,False
5123,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS REMET,False,False
5124,INDUSTRIALIZACAO EFETUADA PARA OUTRA EMPRESA,False,False
5125,INDUSTRIALIZACAO EFETUADA PARA OUTRA EMPRESA QUANDO A MERCAD,False,False
5150,TRANSFERENCIAS DE PRODUCAO PROPRIA OU DE TERCEIROS,False,True
5151,TRANSFERENCIA DE PRODUCAO DO ESTABELECIMENTO,False,True
5152,TRANSFERENCIA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIR,False,True
5153,TRANSFERENCIA DE ENERGIA ELETRICA,False,True
5155,"TRANSFERENCIA DE PRODUCAO DO ESTABELECIMENTO, QUE NAO DEVA P",False,True
5156,TRANSFERENCIA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIR,False,True
5200,"DEVOLUCOES DE COMPRAS PARA INDUSTRIALIZACAO, COMERCIALIZACAO",False,False
5201,DEVOLUCAO DE COMPRA PARA INDUSTRIALIZACAO,False,False
5202,DEV. DE COMPRA PARA COMERCIALIZACAO,False,False
5205,ANULACAO DE VALOR RELATIVO A AQUISICAO DE SERVICO DE COMUNIC,False,False
5206,ANULACAO DE VALOR RELATIVO A AQUISICAO DE SERVICO DE TRANSPO,False,False
5207,ANULACAO DE VALOR RELATIVO A COMPRA DE ENERGIA ELETRICA,False,False
5208,DEVOLUCAO DE MERCADORIA RECEBIDA EM TRANSFERENCIA PARA INDUS,False,False
5209,DEVOLUCAO DE MERCADORIA RECEBIDA EM TRANSFERENCIA PARA COMER,False,False
5210,DEVOLUCAO DE COMPRA PARA UTILIZACAO NA PRESTACAO DE SERVICO,False,False
5250,VENDAS DE ENERGIA ELETRICA,False,False
5251,VENDA DE ENERGIA ELETRICA PARA DISTRIBUICAO OU COMERCIALIZAC,False,False
5252,VENDA DE ENERGIA ELETRICA PARA ESTABELECIMENTO INDUSTRIAL,False,False
5253,VENDA DE ENERGIA ELETRICA PARA ESTABELECIMENTO COMERCIAL,False,False
5254,VENDA DE ENERGIA ELETRICA PARA ESTABELECIMENTO PRESTADOR DE,False,False
5255,VENDA DE ENERGIA ELETRICA PARA ESTABELECIMENTO PRESTADOR DE,False,False
5256,VENDA DE ENERGIA ELETRICA PARA ESTABELECIMENTO DE PRODUTOR R,False,False
5257,VENDA DE ENERGIA ELETRICA PARA CONSUMO POR DEMANDA CONTRATAD,False,False
5258,VENDA DE ENERGIA ELETRICA A NAO CONTRIBUINTE,False,False
5300,PRESTACOES DE SERVICOS DE COMUNICACAO,False,False
5301,PRESTACAO DE SERVICO DE COMUNICACAO PARA EXECUCAO DE SERVICO,False,False
5302,PRESTACAO DE SERVICO DE COMUNICACAO A ESTABELECIMENTO INDUST,False,False
5303,PRESTACAO DE SERVICO DE COMUNICACAO A ESTABELECIMENTO COMERC,False,False
5304,PRESTACAO DE SERVICO DE COMUNICACAO A ESTABELECIMENTO DE PRE,False,False
5305,PRESTACAO DE SERVICO DE COMUNICACAO A ESTABELECIMENTO DE GER,False,False
5306,PRESTACAO DE SERVICO DE COMUNICACAO A ESTABELECIMENTO DE PRO,False,False
5307,PRESTACAO DE SERVICO DE COMUNICACAO A NAO CONTRIBUINTE,False,False
5350,PRESTACOES DE SERVICOS DE TRANSPORTE,False,False
5351,PRESTACAO DE SERVICO DE TRANSPORTE PARA EXECUCAO DE SERVICO,False,False
5352,PRESTACAO DE SERVICO DE TRANSPORTE A ESTABELECIMENTO INDUSTR,False,False
5353,PRESTACAO DE SERVICO DE TRANSPORTE A ESTABELECIMENTO COMERCI,False,False
5354,PRESTACAO DE SERVICO DE TRANSPORTE A ESTABELECIMENTO DE PRES,False,False
5355,PRESTACAO DE SERVICO DE TRANSPORTE A ESTABELECIMENTO DE GERA,False,False
5356,PRESTACAO DE SERVICO DE TRANSPORTE A ESTABELECIMENTO DE PROD,False,False
5357,PRESTACAO DE SERVICO DE TRANSPORTE A NAO CONTRIBUINTE,False,False
5359,PRESTACAO DE SERVICO DE TRANSPORTE A CONTRIBUINTE OU A NAO C,False,False
5400,SAIDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUICAO TRI,False,False
5401,VENDA DE PRODUCAO DO ESTABELECIMENTO EM OPERACAO COM PRODUTO,False,False
5402,VENDA DE PRODUCAO DO ESTABELECIMENTO DE PRODUTO SUJEITO AO R,False,False
5403,VENDA DE MERCADORIAS SUJEITA AO REGIME DE S.T.-SUBSTITUTO,True,False
5405,VENDA DE MERCADORIAS SUJEITA AO REGIME DE S.T. - SUBSTITUIDO,True,False
5408,TRANSFERENCIA DE PRODUCAO DO ESTABELECIMENTO EM OPERACAO COM,False,True
5409,TRANSFERENCIA DE MERCADORIA SUJEITA AO REGIME DE S.T.,True,True
5410,DEVOLUCAO DE COMPRA PARA INDUSTRIALIZACAO EM OPERACAO COM ME,False,False
5411,DEVOLUCAO DE COMPRA DE MERCADORIA SUJEITA AO REGIME DE S.T.,True,False
5412,"DEVOLUCAO DE BEM DO ATIVO IMOBILIZADO, EM OPERACAO COM MERCA",False,False
5413,"DEVOLUCAO DE MERCADORIA DESTINADA AO USO OU CONSUMO, EM OPER",False,False
5414,REMESSA DE PRODUCAO DO ESTABELECIMENTO PARA VENDA FORA DO ES,False,False
5415,REMESSA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS PAR,False,False
5450,SISTEMAS DE INTEGRACAO,False,False
5451,REMESSA DE ANIMAL E DE INSUMO PARA ESTABELECIMENTO PRODUTOR,False,False
5500,REMESSAS COM FIM ESPECIFICO DE EXPORTACAO E EVENTUAIS DEVOLU,False,False
5501,"REMESSA DE PRODUCAO DO ESTABELECIMENTO, COM FIM ESPECIFICO D",False,False
5502,"REMESSA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, CO",False,False
5503,DEVOLUCAO DE MERCADORIA RECEBIDA COM FIM ESPECIFICO DE EXPOR,False,False
5550,OPERACOES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO,False,False
5551,VENDA DO ATIVO IMOBILIZADO,False,False
5552,TRANSFERENCIA DE BEM DO ATIVO IMOBILIZADO,False,True
5553,DEV. DE COMPRA PARA O ATIVO IMOBILIZADO,False,False
5554,REMESSA DE BEM DO ATIVO IMOBILIZADO PARA USO FORA DO ESTABEL,False,False
5555,"DEVOLUCAO DE BEM DO ATIVO IMOBILIZADO DE TERCEIRO, RECEBIDO",False,False
5556,DEV. DE COMPRA DE MATERIAL DE USO OU CONSUMO,False,False
5557,TRANSFERENCIA DE MATERIAL DE USO OU CONSUMO,False,True
5600,CREDITOS E RESSARCIMENTOS DE ICMS,False,False
5601,TRANSFERENCIA DE CREDITO DE ICMS ACUMULADO,False,True
5602,TRANSFERENCIA DE SALDO CREDOR DE ICMS PARA OUTRO ESTABELECIM,False,True
5603,RESSARCIMENTO DE ICMS RETIDO POR SUBSTITUICAO TRIBUTARIA,True,False
5605,TRANSFERENCIA DE SALDO DEVEDOR DE ICMS DE OUTRO ESTABELECIME,False,True
5650,"SAIDAS DE COMBUSTIVEIS, DERIVADOS OU NAO DE PETROLEO E LUBRI",False,False
5651,VENDA DE COMBUSTIVEL OU LUBRIFICANTE DE PRODUCAO DO ESTABELE,False,False
5652,VENDA DE COMBUSTIVEL OU LUBRIFICANTE DE PRODUCAO DO ESTABELE,False,False
5653,VENDA DE COMBUSTIVEL OU LUBRIFICANTE DE PRODUCAO DO ESTABELE,False,False
5654,VENDA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO OU RECEBIDO D,False,False
5655,VENDA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO OU RECEBIDO D,False,False
5656,VENDA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO OU RECEBIDO D,False,False
5657,REMESSA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO OU RECEBIDO,False,False
5658,TRANSFERENCIA DE COMBUSTIVEL OU LUBRIFICANTE DE PRODUCAO DO,False,True
5659,TRANSFERENCIA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO OU RE,False,True
5660,DEVOLUCAO DE COMPRA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO,False,False
5661,DEVOLUCAO DE COMPRA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO,False,False
5662,DEVOLUCAO DE COMPRA DE COMBUSTIVEL OU LUBRIFICANTE ADQUIRIDO,False,False
5663,663 REMESSA PARA ARMAZENAGEM DE COMBUSTIVEL OU LUBRIFICANTE,False,False
5664,RETORNO DE COMBUSTIVEL OU LUBRIFICANTE RECEBIDO PARA ARMAZEN,False,False
5665,RETORNO SIMBOLICO DE COMBUSTIVEL OU LUBRIFICANTE RECEBIDO PA,False,False
5666,REMESSA POR CONTA E ORDEM DE TERCEIROS DE COMBUSTIVEL OU LUB,False,False
5900,OUTRAS SAIDAS DE MERCADORIAS OU PRESTACOES DE SERVICOS,False,False
5901,REMESSA PARA INDUSTRIALIZACAO POR ENCOMENDA,False,False
5902,RETORNO DE MERCADORIA UTILIZADA NA INDUSTRIALIZACAO POR ENCO,False,False
5903,RETORNO DE MERCADORIA RECEBIDA PARA INDUSTRIALIZACAO E NAO A,False,False
5904,REMESSA PARA VENDA FORA ESTABELECIMENTO,False,False
5905,REMESSA PARA DEPOSITO FECHADO OU ARM. GERAL,False,False
5906,RETORNO DE MERCADORIA DEPOSITADA EM DEPOSITO FECHADO OU ARMA,False,False
5907,RETORNO SIMBOLICO DE MERCADORIA DEPOSITADA EM DEPOSITO FECHA,False,False
5908,REMESSA DE BEM POR CONTA DE CONTRATO DE COMODATO,False,False
5909,RETORNO DE BEM RECEBIDO POR CONTA DE CONTRATO DE COMODATO,False,False
5910,"BONIFICACAO, DOACAO OU BRINDE",False,False
5911,REMESSA DE AMOSTRA GRÁTIS,False,False
5912,MERCADORIA P/ DEMONSTRACAO,False,False
5913,RET. DE MERC. OU BEM RECEBIDO PARA DEMONSTRACAO,False,False
5914,REMESSA DE MERCADORIA OU BEM PARA EXPOSICAO OU FEIRA,False,False
5915,REMESSA DE MERCADORIA OU BEM PARA CONSERTO OU REPARO,False,False
5916,RETORNO DE MERCADORIA OU BEM RECEBIDO PARA CONSERTO OU REPAR,False,False
5917,REMESSA DE MERC. EM CONSIGNACAO MERCANTIL OU INDUSTRIAL,False,False
5918,DEV. DE MERC. RECEBIDA EM CONSIGNACAO MERCANTIL,False,False
5919,DEVOL. SIMB. DE MERCADORIA VENDIDA/UTILIZADA EM PROCESSO,False,False
5920,REMESSA DE VASILHAME,False,False
5921,RETORNO DE VASILHAME,False,False
5922,LANCAMENTO EFETUADO A TITULO DE SIMPLES FATURAMENTO DECORREN,False,False
5923,"REMESSA DE MERCADORIA POR CONTA E ORDEM DE TERCEIROS, EM VEN",False,False
5924,REMESSA PARA INDUSTRIALIZACAO POR CONTA E ORDEM DO ADQUIRENT,False,False
5925,RETORNO DE MERCADORIA RECEBIDA PARA INDUSTRIALIZACAO POR CON,False,False
5926,LANCAMENTO EFETUADO A TITULO DE RECLASSIFICACAO DE MERCADORI,False,False
5927,LANCAMENTO EFETUADO A TITULO DE BAIXA DE ESTOQUE DECORRENTE,False,False
5928,LANCAMENTO EFETUADO A TITULO DE BAIXA DE ESTOQUE DECORRENTE,False,False
5929,LANCAMENTO EFETUADO EM DECORRENCIA DE EMISSAO DE DOCUMENTO F,False,False
5932,PRESTACAO DE SERVICO DE TRANSPORTE INICIADA EM UNIDADE DA F,False,False
5933,PRESTACAO DE SERVICO TRIBUTADO PELO ISSQN,False,False
5949,OUTRA SAÍDA DE MERCADORIA OU PRESTAÇÃO DE SERVIÇO,False,False
6000,SAIDAS OU PRESTACOES DE SERVICOS PARA OUTROS ESTADOS,False,False
6100,VENDAS DE PRODUCAO PROPRIA OU DE TERCEIROS,False,False
6101,VENDA DE PRODUCAO DO ESTABELECIMENTO,False,False
6102,VENDA DE MERC. ADQUIRIDA OU RECEBIDA DE TERCEIROS,False,False
6103,"VENDA DE PRODUCAO DO ESTABELECIMENTO, EFETUADA FORA DO ESTAB",False,False
6104,"VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, EFE",False,False
6105,VENDA DE PRODUCAO DO ESTABELECIMENTO QUE NAO DEVA POR ELE TR,False,False
6106,"VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, QUE",False,False
6107,"VENDA DE PRODUCAO DO ESTABELECIMENTO, DESTINADA A NAO CONTRI",False,False
6108,"VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, DEST",False,False
6109,"VENDA DE PRODUCAO DO ESTABELECIMENTO, DESTINADA A ZONA FRANC",False,False
6110,"VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, DEST",False,False
6111,VENDA DE PRODUCAO DO ESTABELECIMENTO REMETIDA ANTERIORMENTE,False,False
6112,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS REMET,False,False
6113,VENDA DE PRODUCAO DO ESTABELECIMENTO REMETIDA ANTERIORMENTE,False,False
6114,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS REMET,False,False
6115,"VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, RECE",False,False
6116,VENDA DE PRODUCAO DO ESTABELECIMENTO ORIGINADA DE ENCOMENDA,False,False
6117,"VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS, ORIG",False,False
6118,VENDA DE PRODUCAO DO ESTABELECIMENTO ENTREGUE AO DESTINATARI,False,False
6119,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS ENTRE,False,False
6120,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS ENTRE,False,False
6122,VENDA DE PRODUCAO DO ESTABELECIMENTO REMETIDA PARA INDUSTRIA,False,False
6123,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS REMET,False,False
6124,INDUSTRIALIZACAO EFETUADA PARA OUTRA EMPRESA,False,False
6125,INDUSTRIALIZACAO EFETUADA PARA OUTRA EMPRESA QUANDO A MERCAD,False,False
6152,TRANF. DE MERC. ADIQUIRIDA,False,False
6202,DEV. DE COMPRA PARA COMERCIALIZACAO,False,False
6206,ANULAÇÃO DE VALOR RELATIVO A AQUISIÇÃO DE SERV. DE TRANSPORT,False,False
6209,DEVOLUÇÃO DE MERC. RECEBIDA EM TRANSF. P COMERCIALIZACÃO,False,False
6403,VENDA DE MERCADORIA SUJEITA AO REGIME DE S.T.-SUBSTITUTO,True,False
6404,VENDA DE MERCADORIA SUJEITA AO REGIME DE S.T.-SUBSTITUIDO,True,False
6409,TRANSFERENCIA DE MERCADORIA SUJEITA AO REGIME DE S.T.,True,True
6411,DEVOLUCAO DE COMPRA DE MERCADORIA SUJEITA AO REGIME DE S.T.,True,False
6551,VENDA DO ATIVO IMOBILIZADO,False,False
6552,TRANSFERENCIA DE BEM DO ATIVO IMOBILIZADO,False,True
6553,DEV. DE COMPRA DO ATIVO IMOBILIZADO,False,False
6556,DEV. DE COMPRA DE MATERIAL DE USO OU CONSUMO,False,False
6557,TRANSFERENCIA DE MATERIAL DE USO E CONSUMO,False,True
6655,VENDA DE COMBUSTÍVEL OU LUBRIFICANTE ADQUIRIDO OU RECEBIDO D,False,False
6661,DEVOLUÇÃO DE COMPRA DE COMBUSTÍVEL OU LUBRIFICANTE ADQUIRID,False,False
6901,REMESSA PARA INDUSTRIALIZAÇÃO POR ENCOMENDA,False,False
6902,RETORNO DE MERCADORIA UTILIZADA NA INDUSTRIALIZACAO POR ENCO,False,False
6908,REMESSA DE BEM POR CONTA DE CONTRATO DE COMODATO,False,False
6909,RETORNO DE BEM RECEBIDO POR CONTA DE CONTRATO DE COMODATO,False,False
6910,"BONIFICACAO, DOACAO OU BRINDE",False,False
6911,AMOSTRA GRATIS,False,False
6912,MERCADORIA P/ DEMONSTRACAO,False,False
6913,RETORNO DE MERC. OU BEM RECEBIDO PARA DEMONSTRACAO,False,False
6914,REMESSA DE MERCADORIA PARA EXPOSIÇÃO OU FEIRA,False,False
6915,MERCADORIA P/ CONSERTO,False,False
6917,REMESSA DE MERC. EM CONSIGNACAO MERCANTIL OU INDUSTRIAL,False,False
6918,DEV. DE MERC. RECEBIDA EM CONSIGNACAO MERCANTIL,False,False
6919,DEVOL. SIMB. DE MERCADORIA VENDIDA/UTILIZADA EM PROCESSO,False,False
6920,REMESSA DE VASILHAME,False,False
6921,RETORNO DE VASILHAME,False,False
6922,LANCAMENTO EFETUADO A TITULO DE SIMPLES FATURAMENTO DECORREN,False,False
6923,"REMESSA DE MERCADORIA POR CONTA E ORDEM DE TERCEIROS, EM VEN",False,False
6929,LANCAMENTO EFETUADO EM DECORRENCIA DE EMISSAO DE DOCUMENTO F,False,False
6943,REMESSA DE MERCADORIA PARA EXPOSIÇÃO OU FEIRA,False,False
6949,OUTRAS SAIDAS EXTERNA.,False,False
